Order_ID,Order_Date,Region,Segment,Category,Sub_Category,Channel,Customer_ID,Customer_Name,Quantity,Unit_Price,Discount,Revenue,Cost,Profit,Year,Month,Month_Name,Quarter,Profit_Margin,Year_Month
ORD-100031,2025-05-01,South,Corporate,Office Supplies,Labels,Online,CUST-6854,Riya Sinha,7,54.18,0.05,360.28,241.19,119.09,2025,5,May,Q2,0.3305484623070945,2025-05
ORD-100032,2025-07-06,South,Home Office,Furniture,Storage,Partner,CUST-1154,Diya Kumar,3,112.48,0.2,269.94,165.64,104.3,2025,7,Jul,Q3,0.3863821589982959,2025-07
ORD-100033,2025-10-27,East,Corporate,Office Supplies,Labels,Online,CUST-3806,Diya Singh,2,128.83,0.05,244.77,159.21,85.56,2025,10,Oct,Q4,0.34955264125505575,2025-10
ORD-100034,2024-09-10,South,Consumer,Furniture,Chairs,Partner,CUST-3368,Isha Singh,2,553.15,0.05,1050.98,810.93,240.05,2024,9,Sep,Q3,0.22840586880816002,2024-09
ORD-100035,2025-07-21,South,Home Office,Technology,Phones,Online,CUST-4769,Riya Sinha,7,101.26,0.1,637.97,420.27,217.7,2025,7,Jul,Q3,0.34123861623587315,2025-07
ORD-100036,2025-12-25,North,Consumer,Technology,Phones,Retail,CUST-4124,Kabir Gupta,2,103.49,0.05,196.62,120.04,76.59,2025,12,Dec,Q4,0.389533109551419,2025-12
ORD-100037,2024-03-13,South,Corporate,Office Supplies,Labels,Online,CUST-7799,Vivaan Sinha,4,78.75,0.1,283.51,173.85,109.66,2024,3,Mar,Q1,0.3867941166096434,2024-03
ORD-100038,2025-07-06,South,Home Office,Office Supplies,Labels,Online,CUST-9308,Anaya Patel,6,82.57,0.1,445.85,285.44,160.42,2025,7,Jul,Q3,0.3598071100145788,2025-07
ORD-100039,2025-04-29,West,Consumer,Technology,Phones,Partner,CUST-1559,Meera Jha,4,394.89,0.0,1579.58,1124.36,455.21,2025,4,Apr,Q2,0.2881842008635207,2025-04
ORD-100040,2025-03-17,East,Corporate,Furniture,Storage,Partner,CUST-9130,Diya Singh,5,575.63,0.05,2734.23,1987.27,746.96,2025,3,Mar,Q1,0.27318842964929796,2025-03
ORD-100041,2024-02-25,North,Consumer,Furniture,Bookcases,Online,CUST-7617,Kabir Gupta,5,244.62,0.0,1223.08,800.8,422.28,2024,2,Feb,Q1,0.34525950878111,2024-02
ORD-100042,2024-09-11,South,Consumer,Office Supplies,Labels,Online,CUST-3849,Arjun Sinha,4,76.54,0.1,275.55,201.82,73.73,2024,9,Sep,Q3,0.2675739430230448,2024-09
ORD-100043,2025-03-08,South,Corporate,Furniture,Tables,Online,CUST-9527,Anaya Kumar,2,330.56,0.1,595.01,433.05,161.96,2025,3,Mar,Q1,0.2721971059309928,2025-03
ORD-100044,2025-03-29,North,Consumer,Office Supplies,Paper,Online,CUST-5000,Aditya Das,1,145.76,0.1,131.19,94.14,37.05,2025,3,Mar,Q1,0.2824148182026069,2025-03
ORD-100045,2024-08-30,South,Corporate,Furniture,Storage,Online,CUST-6726,Vivaan Singh,4,579.04,0.0,2316.17,1381.94,934.24,2024,8,Aug,Q3,0.40335553953293585,2024-08
ORD-100046,2025-02-14,North,Consumer,Furniture,Chairs,Retail,CUST-1417,Aditya Patel,2,98.44,0.15,167.35,98.0,69.35,2025,2,Feb,Q1,0.41440095608007166,2025-02
ORD-100047,2024-09-28,West,Corporate,Furniture,Storage,Online,CUST-8164,Meera Verma,7,436.24,0.15,2595.62,1963.37,632.25,2024,9,Sep,Q3,0.2435834213020396,2024-09
ORD-100048,2024-07-13,East,Consumer,Technology,Phones,Partner,CUST-6104,Anaya Jha,2,406.07,0.1,730.93,446.34,284.59,2024,7,Jul,Q3,0.38935328964469923,2024-07
ORD-100049,2024-11-17,North,Consumer,Office Supplies,Labels,Partner,CUST-5968,Aarav Sharma,7,81.79,0.1,515.26,392.16,123.1,2024,11,Nov,Q4,0.23890851220742926,2024-11
ORD-100050,2025-06-27,South,Consumer,Office Supplies,Paper,Online,CUST-8400,Aditya Patel,6,59.19,0.0,355.16,210.55,144.61,2025,6,Jun,Q2,0.4071686000675752,2025-06
ORD-100051,2024-03-11,North,Home Office,Technology,Monitors,Online,CUST-8266,Meera Verma,7,816.74,0.05,5431.3,3258.72,2172.58,2024,3,Mar,Q1,0.4000110470789682,2024-03
ORD-100052,2025-08-06,South,Home Office,Office Supplies,Paper,Partner,CUST-6305,Anaya Sinha,3,142.38,0.0,427.15,343.18,83.97,2025,8,Aug,Q3,0.19658199695657264,2025-08
ORD-100053,2024-03-24,West,Home Office,Office Supplies,Art Supplies,Retail,CUST-1953,Aarav Roy,5,129.4,0.2,517.61,385.69,131.93,2024,3,Mar,Q1,0.25488302003438884,2024-03
ORD-100054,2024-07-28,East,Consumer,Furniture,Storage,Online,CUST-7172,Kabir Roy,7,180.19,0.15,1072.14,659.56,412.57,2024,7,Jul,Q3,0.38480981961311017,2024-07
ORD-100055,2025-11-18,East,Corporate,Furniture,Chairs,Online,CUST-2324,Arjun Verma,3,526.09,0.0,1578.28,1259.23,319.06,2025,11,Nov,Q4,0.20215677826494666,2025-11
ORD-100056,2025-04-14,North,Consumer,Office Supplies,Binders,Partner,CUST-5268,Vivaan Sinha,6,73.01,0.1,394.27,252.22,142.06,2025,4,Apr,Q2,0.3603114616886905,2025-04
ORD-100057,2024-09-28,South,Corporate,Technology,Laptops,Retail,CUST-1504,Aarav Patel,4,171.49,0.1,617.36,444.51,172.86,2024,9,Sep,Q3,0.27999870415964756,2024-09
ORD-100058,2024-10-18,South,Corporate,Office Supplies,Art Supplies,Partner,CUST-5175,Riya Das,1,10.09,0.2,8.07,4.77,3.31,2024,10,Oct,Q4,0.4101610904584882,2024-10
ORD-100059,2025-10-31,North,Home Office,Office Supplies,Art Supplies,Partner,CUST-4376,Aarav Das,3,127.61,0.0,382.83,237.31,145.52,2025,10,Oct,Q4,0.38011650079669834,2025-10
ORD-100060,2024-04-16,South,Corporate,Technology,Phones,Partner,CUST-6063,Riya Jha,6,529.92,0.0,3179.53,2569.38,610.16,2024,4,Apr,Q2,0.19190257679594153,2024-04
ORD-100061,2025-07-20,South,Corporate,Furniture,Tables,Partner,CUST-1539,Kabir Patel,4,151.63,0.05,576.18,365.91,210.28,2025,7,Jul,Q3,0.36495539588323095,2025-07
ORD-100062,2024-12-17,South,Home Office,Office Supplies,Art Supplies,Partner,CUST-3779,Aditya Roy,4,100.21,0.0,400.83,310.77,90.06,2024,12,Dec,Q4,0.22468378115410526,2024-12
ORD-100063,2025-05-15,East,Consumer,Technology,Monitors,Retail,CUST-8418,Kabir Gupta,2,400.81,0.0,801.62,633.6,168.02,2025,5,May,Q2,0.2096005588682917,2025-05
ORD-100064,2024-02-15,North,Corporate,Technology,Accessories,Online,CUST-4925,Aarav Sharma,1,678.75,0.05,644.82,489.99,154.82,2024,2,Feb,Q1,0.2400980118482677,2024-02
ORD-100065,2025-03-28,West,Home Office,Technology,Phones,Online,CUST-6989,Aditya Das,2,108.35,0.0,216.71,161.66,55.04,2025,3,Mar,Q1,0.253979973236122,2025-03
ORD-100066,2025-12-08,South,Home Office,Technology,Accessories,Partner,CUST-6997,Aarav Singh,7,672.12,0.0,4704.84,3237.55,1467.3,2025,12,Dec,Q4,0.31187032927793507,2025-12
ORD-100067,2025-07-19,South,Corporate,Technology,Phones,Retail,CUST-8239,Anaya Sinha,5,546.75,0.1,2460.4,1638.52,821.87,2025,7,Jul,Q3,0.3340391806210372,2025-07
ORD-100068,2025-01-08,North,Corporate,Technology,Laptops,Partner,CUST-9580,Meera Sharma,2,480.64,0.15,817.08,582.14,234.95,2025,1,Jan,Q1,0.2875483428795222,2025-01
ORD-100069,2024-04-15,East,Home Office,Furniture,Tables,Online,CUST-7881,Riya Kumar,7,467.77,0.1,2946.98,1859.87,1087.11,2024,4,Apr,Q2,0.3688895072243449,2024-04
ORD-100070,2024-06-15,South,Corporate,Technology,Laptops,Partner,CUST-8648,Isha Gupta,2,570.22,0.1,1026.39,730.16,296.23,2024,6,Jun,Q2,0.2886134899989283,2024-06
ORD-100071,2024-12-06,West,Home Office,Office Supplies,Binders,Retail,CUST-4579,Arjun Jha,2,33.3,0.15,56.6,39.52,17.09,2024,12,Dec,Q4,0.3019434628975265,2024-12
ORD-100072,2024-06-12,North,Corporate,Technology,Monitors,Online,CUST-2906,Meera Gupta,5,834.63,0.1,3755.81,2394.84,1360.98,2024,6,Jun,Q2,0.3623665733889627,2024-06
ORD-100073,2024-07-23,West,Corporate,Furniture,Tables,Online,CUST-9472,Aditya Singh,7,276.16,0.0,1933.14,1444.36,488.77,2024,7,Jul,Q3,0.2528373527007873,2024-07
ORD-100074,2024-01-25,South,Corporate,Furniture,Bookcases,Online,CUST-5777,Riya Das,3,153.05,0.0,459.16,284.93,174.23,2024,1,Jan,Q1,0.37945378517292444,2024-01
ORD-100075,2024-10-12,East,Home Office,Office Supplies,Labels,Partner,CUST-8240,Diya Patel,6,43.49,0.05,247.89,173.73,74.16,2024,10,Oct,Q4,0.29916495219653877,2024-10
ORD-100076,2025-07-03,East,Consumer,Technology,Accessories,Online,CUST-2276,Arjun Jha,7,563.48,0.15,3352.73,1993.73,1359.0,2025,7,Jul,Q3,0.40534131886552155,2025-07
ORD-100077,2025-08-17,East,Consumer,Technology,Monitors,Retail,CUST-6126,Aditya Gupta,6,261.81,0.1,1413.77,841.14,572.63,2025,8,Aug,Q3,0.40503759451678845,2025-08
ORD-100078,2024-11-17,West,Home Office,Office Supplies,Paper,Retail,CUST-9152,Anaya Das,6,157.16,0.05,895.82,604.96,290.85,2024,11,Nov,Q4,0.3246745998079971,2024-11
ORD-100079,2025-08-13,South,Corporate,Technology,Monitors,Online,CUST-7288,Arjun Patel,4,95.45,0.0,381.82,232.43,149.39,2025,8,Aug,Q3,0.39125766067780626,2025-08
ORD-100080,2025-06-16,South,Corporate,Furniture,Chairs,Partner,CUST-8943,Isha Sharma,4,410.36,0.05,1559.38,1180.2,379.18,2025,6,Jun,Q2,0.24316074337236593,2025-06
ORD-100081,2024-12-04,East,Home Office,Technology,Accessories,Partner,CUST-1876,Riya Das,4,178.24,0.1,641.65,460.06,181.6,2024,12,Dec,Q4,0.28302033819060235,2024-12
ORD-100082,2024-11-12,West,Corporate,Furniture,Bookcases,Partner,CUST-7986,Isha Gupta,1,114.96,0.0,114.96,71.11,43.85,2024,11,Nov,Q4,0.38143702157272097,2024-11
ORD-100083,2024-05-10,South,Corporate,Office Supplies,Labels,Partner,CUST-8489,Arjun Verma,1,78.59,0.2,62.87,38.16,24.72,2024,5,May,Q2,0.3931923015746779,2024-05
ORD-100084,2024-06-27,East,Corporate,Office Supplies,Paper,Retail,CUST-1846,Isha Sinha,7,37.39,0.1,235.57,189.18,46.4,2024,6,Jun,Q2,0.19696905378443774,2024-06
ORD-100085,2024-10-20,South,Corporate,Office Supplies,Art Supplies,Retail,CUST-5208,Aarav Sinha,3,174.49,0.1,471.14,295.82,175.32,2024,10,Oct,Q4,0.372118690834996,2024-10
ORD-100086,2025-03-28,West,Home Office,Technology,Monitors,Partner,CUST-4744,Riya Kumar,6,302.25,0.05,1722.8,1219.43,503.37,2025,3,Mar,Q1,0.2921813327141862,2025-03
ORD-100087,2024-06-22,North,Corporate,Office Supplies,Art Supplies,Online,CUST-2342,Kabir Patel,2,42.7,0.1,76.86,46.2,30.66,2024,6,Jun,Q2,0.3989071038251366,2024-06
ORD-100088,2024-08-28,East,Consumer,Technology,Laptops,Online,CUST-2604,Vivaan Das,1,169.86,0.1,152.87,92.58,60.29,2024,8,Aug,Q3,0.39438738797671224,2024-08
ORD-100089,2024-02-17,South,Corporate,Office Supplies,Paper,Retail,CUST-6951,Isha Patel,3,19.44,0.1,52.48,37.67,14.81,2024,2,Feb,Q1,0.28220274390243905,2024-02
ORD-100090,2025-02-28,South,Home Office,Office Supplies,Labels,Retail,CUST-8577,Arjun Patel,5,36.25,0.15,154.08,113.96,40.11,2025,2,Feb,Q1,0.2603193146417445,2025-02
ORD-100091,2025-02-13,South,Consumer,Office Supplies,Paper,Online,CUST-8804,Riya Sharma,5,85.74,0.1,385.81,307.07,78.74,2025,2,Feb,Q1,0.20409009616132293,2025-02
ORD-100092,2025-03-11,South,Consumer,Office Supplies,Labels,Online,CUST-4687,Isha Singh,7,69.12,0.05,459.66,325.28,134.38,2025,3,Mar,Q1,0.29234651699081926,2025-03
ORD-100093,2025-07-24,South,Consumer,Furniture,Tables,Retail,CUST-6742,Aarav Verma,7,567.51,0.0,3972.57,2436.87,1535.69,2025,7,Jul,Q3,0.38657342727755584,2025-07
ORD-100094,2025-11-14,East,Corporate,Office Supplies,Labels,Partner,CUST-1950,Aarav Verma,6,34.09,0.0,204.53,130.82,73.7,2025,11,Nov,Q4,0.3603383366743265,2025-11
ORD-100095,2025-04-01,South,Home Office,Furniture,Storage,Retail,CUST-7371,Isha Verma,6,326.75,0.0,1960.5,1389.52,570.98,2025,4,Apr,Q2,0.29124203009436367,2025-04
ORD-100096,2024-09-10,East,Home Office,Furniture,Tables,Retail,CUST-1094,Aditya Singh,7,140.96,0.1,888.02,668.51,219.51,2024,9,Sep,Q3,0.24719037859507667,2024-09
ORD-100097,2025-03-26,North,Home Office,Furniture,Tables,Retail,CUST-7166,Diya Sinha,4,195.97,0.0,783.89,625.56,158.32,2025,3,Mar,Q1,0.2019671127326538,2025-03
ORD-100098,2024-12-09,East,Home Office,Technology,Laptops,Online,CUST-8147,Arjun Verma,5,187.12,0.1,842.04,608.21,233.82,2024,12,Dec,Q4,0.2776827704147071,2024-12
ORD-100099,2024-08-24,West,Home Office,Technology,Laptops,Online,CUST-6109,Aditya Jha,5,790.32,0.05,3754.04,2723.98,1030.07,2024,8,Aug,Q3,0.2743897241371962,2024-08
ORD-100100,2025-02-28,West,Corporate,Office Supplies,Labels,Retail,CUST-4030,Meera Sharma,1,27.48,0.2,21.98,17.17,4.81,2025,2,Feb,Q1,0.21883530482256594,2025-02
ORD-100101,2024-03-04,South,Corporate,Furniture,Chairs,Partner,CUST-9393,Arjun Patel,7,182.79,0.05,1215.58,922.16,293.42,2024,3,Mar,Q1,0.24138271442439002,2024-03
ORD-100102,2025-01-24,West,Consumer,Furniture,Bookcases,Retail,CUST-9070,Vivaan Kumar,5,121.7,0.15,517.24,414.58,102.67,2025,1,Jan,Q1,0.19849586265563374,2025-01
ORD-100103,2025-03-05,South,Corporate,Technology,Accessories,Retail,CUST-2990,Arjun Roy,3,428.21,0.0,1284.62,799.46,485.16,2025,3,Mar,Q1,0.3776681041864521,2025-03
ORD-100104,2025-05-12,North,Corporate,Furniture,Storage,Partner,CUST-6588,Aarav Gupta,5,255.69,0.1,1150.62,670.97,479.64,2025,5,May,Q2,0.4168535224487668,2025-05
ORD-100105,2024-06-18,West,Consumer,Office Supplies,Paper,Retail,CUST-7704,Anaya Sharma,1,79.32,0.0,79.32,64.98,14.34,2024,6,Jun,Q2,0.18078668683812407,2024-06
ORD-100106,2025-08-29,North,Consumer,Office Supplies,Labels,Online,CUST-5524,Isha Singh,5,145.56,0.0,727.81,503.92,223.89,2025,8,Aug,Q3,0.30762149462084887,2025-08
ORD-100107,2025-04-17,South,Consumer,Furniture,Storage,Retail,CUST-6797,Aditya Verma,2,445.59,0.05,846.62,588.79,257.83,2025,4,Apr,Q2,0.3045404077390092,2025-04
ORD-100108,2024-08-04,West,Corporate,Furniture,Storage,Retail,CUST-7305,Aarav Gupta,1,100.77,0.0,100.77,80.15,20.62,2024,8,Aug,Q3,0.2046243921802124,2024-08
ORD-100109,2025-03-07,East,Consumer,Furniture,Chairs,Partner,CUST-9519,Riya Patel,7,446.63,0.0,3126.38,1979.85,1146.53,2025,3,Mar,Q1,0.366727653068405,2025-03
ORD-100110,2025-07-06,North,Corporate,Technology,Phones,Partner,CUST-6207,Isha Verma,7,518.47,0.1,3266.37,2525.8,740.57,2025,7,Jul,Q3,0.22672569243533344,2025-07
ORD-100111,2024-02-11,North,Consumer,Technology,Phones,Partner,CUST-9966,Aarav Gupta,4,594.43,0.15,2021.05,1178.51,842.53,2024,2,Feb,Q1,0.41687736572573664,2024-02
ORD-100112,2024-06-05,South,Consumer,Furniture,Chairs,Partner,CUST-7852,Arjun Sinha,5,157.98,0.05,750.38,595.98,154.4,2024,6,Jun,Q2,0.20576241371038675,2024-06
ORD-100113,2024-08-11,West,Home Office,Furniture,Bookcases,Online,CUST-8083,Aditya Verma,7,378.76,0.1,2386.18,1618.45,767.73,2024,8,Aug,Q3,0.3217401872448852,2024-08
ORD-100114,2025-09-12,North,Consumer,Furniture,Chairs,Partner,CUST-5223,Aarav Kumar,2,135.66,0.05,257.76,204.84,52.92,2025,9,Sep,Q3,0.20530726256983242,2025-09
ORD-100115,2024-01-27,East,Home Office,Office Supplies,Labels,Retail,CUST-2301,Arjun Sinha,3,128.2,0.05,365.37,231.04,134.34,2024,1,Jan,Q1,0.3676820757040808,2024-01
ORD-100116,2024-07-22,North,Home Office,Office Supplies,Binders,Online,CUST-6475,Meera Roy,2,125.51,0.15,213.36,150.87,62.49,2024,7,Jul,Q3,0.2928852643419572,2024-07
ORD-100117,2025-12-14,East,Home Office,Office Supplies,Paper,Partner,CUST-3074,Meera Roy,2,150.72,0.0,301.43,175.63,125.81,2025,12,Dec,Q4,0.4173771688285837,2025-12
ORD-100118,2024-02-12,East,Home Office,Furniture,Bookcases,Online,CUST-3969,Kabir Sinha,3,384.28,0.0,1152.84,921.65,231.19,2024,2,Feb,Q1,0.20053953714305542,2024-02
ORD-100119,2025-06-02,East,Consumer,Furniture,Storage,Online,CUST-5124,Kabir Jha,6,149.79,0.0,898.76,651.38,247.38,2025,6,Jun,Q2,0.2752458943433175,2025-06
ORD-100120,2025-03-19,East,Home Office,Furniture,Tables,Retail,CUST-7766,Isha Roy,3,448.28,0.05,1277.61,886.98,390.63,2025,3,Mar,Q1,0.3057505811632658,2025-03
ORD-100121,2024-06-29,East,Home Office,Office Supplies,Labels,Retail,CUST-8101,Vivaan Patel,6,13.36,0.0,80.18,57.96,22.22,2024,6,Jun,Q2,0.27712646545273134,2024-06
ORD-100122,2025-03-22,East,Corporate,Technology,Phones,Retail,CUST-2639,Diya Patel,2,445.16,0.05,845.81,633.67,212.14,2025,3,Mar,Q1,0.2508128303046784,2025-03
ORD-100123,2025-04-06,South,Corporate,Office Supplies,Labels,Retail,CUST-7667,Aditya Das,7,8.4,0.2,47.05,27.35,19.7,2025,4,Apr,Q2,0.41870350690754515,2025-04
ORD-100124,2024-01-30,West,Corporate,Technology,Monitors,Online,CUST-5107,Isha Singh,4,701.72,0.1,2526.2,1781.25,744.94,2024,1,Jan,Q1,0.29488559892328403,2024-01
ORD-100125,2024-12-29,East,Corporate,Furniture,Bookcases,Partner,CUST-6387,Diya Patel,7,415.74,0.15,2473.67,1582.95,890.72,2024,12,Dec,Q4,0.3600803664191262,2024-12
ORD-100126,2024-01-11,South,Consumer,Technology,Monitors,Retail,CUST-4157,Diya Gupta,5,595.84,0.2,2383.35,1700.26,683.08,2024,1,Jan,Q1,0.2866049887763023,2024-01
ORD-100127,2025-07-22,South,Home Office,Furniture,Storage,Retail,CUST-2500,Vivaan Verma,6,454.75,0.0,2728.52,1858.73,869.79,2025,7,Jul,Q3,0.3187772125547916,2025-07
ORD-100128,2024-01-18,North,Corporate,Technology,Monitors,Partner,CUST-3667,Vivaan Singh,7,430.46,0.1,2711.9,1810.27,901.63,2024,1,Jan,Q1,0.3324716988089531,2024-01
ORD-100129,2024-09-06,East,Home Office,Office Supplies,Art Supplies,Retail,CUST-6468,Riya Patel,5,77.57,0.05,368.46,284.81,83.66,2024,9,Sep,Q3,0.22705314009661837,2024-09
ORD-100130,2025-07-20,East,Corporate,Office Supplies,Art Supplies,Retail,CUST-4241,Vivaan Gupta,5,113.93,0.0,569.64,333.73,235.91,2025,7,Jul,Q3,0.41413875430096203,2025-07
ORD-100131,2025-12-20,West,Corporate,Furniture,Bookcases,Online,CUST-3032,Kabir Patel,5,567.1,0.2,2268.39,1506.6,761.79,2025,12,Dec,Q4,0.3358284951000489,2025-12
ORD-100132,2024-05-03,South,Corporate,Technology,Laptops,Online,CUST-4760,Aditya Jha,4,837.74,0.05,3183.43,2409.92,773.51,2024,5,May,Q2,0.2429800561030084,2024-05
ORD-100133,2024-08-09,West,Corporate,Office Supplies,Art Supplies,Online,CUST-3632,Aarav Patel,6,109.33,0.0,655.96,523.77,132.19,2024,8,Aug,Q3,0.20152143423379473,2024-08
ORD-100134,2024-07-17,East,Consumer,Furniture,Tables,Retail,CUST-8486,Isha Kumar,4,572.98,0.0,2291.92,1559.01,732.91,2024,7,Jul,Q3,0.3197799225103843,2024-07
ORD-100135,2024-01-15,South,Corporate,Technology,Phones,Partner,CUST-4564,Diya Kumar,1,652.38,0.15,554.52,352.31,202.21,2024,1,Jan,Q1,0.3646577219937965,2024-01
ORD-100136,2024-10-26,South,Home Office,Furniture,Chairs,Online,CUST-8214,Anaya Sharma,1,160.68,0.05,152.64,90.65,61.99,2024,10,Oct,Q4,0.4061189727463313,2024-10
ORD-100137,2025-08-10,East,Corporate,Furniture,Storage,Retail,CUST-8312,Isha Singh,1,597.25,0.05,567.39,432.34,135.05,2025,8,Aug,Q3,0.23801970425985655,2025-08
ORD-100138,2024-07-07,North,Corporate,Furniture,Chairs,Online,CUST-2290,Meera Jha,3,180.86,0.05,515.46,370.73,144.73,2024,7,Jul,Q3,0.28077833391533774,2024-07
